Código Postal,Asentamiento,Tipo de Asentamiento,Municipio,Estado,Ciudad,Clave de Oficina
31207,Cerrada de Navarra,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31207,Lomas Altas IV,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31207,Verandah Residencial,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31207,Cerrada Andalucia,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31208,Castello Residencial,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31210,Panamericana,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31210,Américas,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31210,Burócrata Estatal,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31210,Presidentes,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31210,Recursos Hidráulicos,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31210,Fidel Velázquez,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31210,Progreso,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31210,Ampliación Américas,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31210,Rincón de San Felipe,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31210,San Felipe VI,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31213,Campestre Residencial I,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31213,Campestre Residencial II,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31213,Campestre Residencial III,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31213,Campestre Residencial IV,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31213,Campanario,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31213,Club Campestre,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31213,Vistas Campestre,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31213,Campanario II,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31213,Campanario III,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31213,Campanario IV,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31213,Campanario III a,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31213,Campanario III b,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31213,Campanario III c,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31213,Uruguay,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31213,Monte Vesubio,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31214,Quintas del Sol,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31214,Argeo,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31214,La Cañada,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31214,Quintas del Sol II,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31214,Las Águilas,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31214,Lomas la Salle,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31214,Montana,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31214,Virreyes I,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31214,Virreyes II,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31214,Vermont,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31214,Denver,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31214,Quintas Campestre,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31214,Quintas del Sol III,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31215,Haciendas Santa Fe,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31215,Arcadas,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31215,Los Cedros,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31215,Haciendas I,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31215,Haciendas II,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31215,Haciendas III,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31215,Haciendas IV,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31215,La Escondida,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Pedregal del Valle,Condominio,Chihuahua,Chihuahua,Chihuahua,31001
31216,La Haciendita,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31216,Predio la Cantera,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31216,Pedregal de San Ángel,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Lomas de San Charbel,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Lomas del Pedregal,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Asturias Residencial,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Vistas del Pedregal,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Monticello,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Lomas del Valle II,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Puente de Cantera,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Pedregal del Alba Residencial,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Jardines del Pedregal Residencial,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Vistas del Valle,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Natura,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Vistas de las Lomas,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Rincón de las Lomas I,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Cumbres del Pedregal,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Lomas del Valle,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Cerrada de Cumbres,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Residencial la Cantera,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Rincón de las Lomas II,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Cumbres V,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Cima de la Cantera,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Fuentes del Valle,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31216,Cantera del Pedregal,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31217,Haciendas del Valle I,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31217,Haciendas del Valle II,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31217,Colinas del Valle,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31217,Cumbres I,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31217,Cumbres II,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31217,Cumbres III,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31217,Residencial Campestre Washington,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31217,Cumbres IV,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31220,Monteverde,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31220,Villa Santa Lucía,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31220,Seratta 36,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31220,Hacienda Victoria,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31220,Hacienda Loreto,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31220,Haciendas Sofía,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31220,Vancouver,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31220,Tracia,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31220,Ática,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31220,Bosques Boreales,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31220,Ámbar,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31220,Magenta,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31220,San Vicente,Pueblo,Chihuahua,Chihuahua,Chihuahua,31001
31220,Hacienda Isabella,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31220,Hacienda Carlota,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31220,Hacienda Camila,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31223,Rancho Suárez,Pueblo,Chihuahua,Chihuahua,Chihuahua,31001
31223,Área Recreativa El Herradero,Equipamiento,Chihuahua,Chihuahua,Chihuahua,31001
31300,Arcadias II,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31300,Barrio del Norte,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31300,El Vallecito,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31300,Junta de los Ríos,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31300,San Juan Bautista,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31300,Lince,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31300,San Rene,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31300,Ampliación Junta de los Ríos (B),Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31300,Vistas del Sacramento,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31300,San Francisco,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31300,San Marcos,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31300,Claudia,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31300,Rincón del Arcángel,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31001
31304,Industrial,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31304,Hacienda de la Flor,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31304,Josefa Ortiz de Domínguez,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31304,La Junta,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31304,Ferrocarrilera,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31310,Cerro Prieto,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31310,Paso del Norte,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31310,Rodolfo Aguilar,Colonia,Chihuahua,Chihuahua,Chihuahua,31001
31313,Paseo de los Leones,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31313,Rancho Guadalupe (Labor de Guadalupe),Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31313,Valle de Chihuahua,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31313,Colinas del León,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31313,Praderas de León,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31313,Romanzza,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31313,Encordada de León,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31313,Riberas del Valle,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31313,Brisas del León,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31313,Quinta Versalles,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31313,Romance,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31314,Lindavista,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31314,La Pista,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31314,Florida,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31350,Popular,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31350,Arquitectos,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31350,Benito Juárez,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31350,Cazadores,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31350,Che Guevara,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31350,Obrera,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31350,Roma Sur,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31350,Tiradores,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31350,Montecarlo,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31350,Chihuahuense,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31350,Barrio El Bajo,Barrio,Chihuahua,Chihuahua,Chihuahua,31052
31370,Cumbres de Robinson,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31370,Lealtad,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31370,Plomeros,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31370,Rubén Jaramillo,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31370,Ampliación Rubén Jaramillo,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31370,Independencia,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31370,Porticos de Bella Cumbre,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31375,La Concordia,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31375,Arturo Gamiz,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31375,Ampliación Arturo Gamiz,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31375,Las Acacias,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31375,Robinson Residencial,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31375,Robinson Sector IV,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31375,El Torreón,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31375,2 de Octubre,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31375,Antiguo Lienzo Charro,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31375,Manuel Buendía,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31375,Melchor Ocampo,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31375,Obrera Vista Avalos,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31375,Sector 3 Robinson,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31375,Ladrilleros,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31375,Charreria,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31375,24 de Febrero,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31376,Tabalaopa,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31376,Los Girasoles,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31376,Hacienda Tabalaopa,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31376,Santo Domingo,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31376,Las Pampas,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31376,Privada del Carruaje,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31380,Los Nogales,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31380,Fundadores,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31384,Prados Sur,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31384,San Isidro Labrador,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31384,Aeropuerto,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31384,Sierra Azul,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31384,Veredas del Sur,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31384,La Galera,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31384,Acequias de Tabalaopa,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31384,California,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31384,Rincones de Sierra Azul,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31384,Parque Industrial Intermex Aeropuerto,Zona industrial,Chihuahua,Chihuahua,Chihuahua,31052
31384,Rinconada Oriente,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31384,Quintas Juan Pablo I,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31384,Los Naranjos,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31384,Quintas Juan Pablo II,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31385,Puerta Savona,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31385,Parque Industrial Chihuahua Sur,Zona industrial,Chihuahua,Chihuahua,Chihuahua,31052
31385,Quinta Arboleda Oriente,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31385,Portal del Real,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31385,Jardines de San Agustín,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31385,Los Encinos Oriente I,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31385,Punta Oriente,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31385,Praderas del Sur,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31385,Jardines de Oriente,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31385,Paseos del Camino Real,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31385,Puntas Naranjos Oriente I,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31385,Sol de Oriente,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31390,General Roberto Fierro Villalobos,Aeropuerto,Chihuahua,Chihuahua,Chihuahua,31052
31410,Guadalupe,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31410,Campesina,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31410,Begonias,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31410,Campesina Nueva,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31414,Peña Blanca,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31414,Ramón Reyes,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31414,Morelos,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31414,Esperanza,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31414,Miguel Hidalgo,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31414,Martín López,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31414,Alfredo Chávez,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31415,Parque Tecnológico BAFAR,Zona industrial,Chihuahua,Chihuahua,Chihuahua,31052
31415,Campestre del Bosque,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31415,Campestre las Alamedas,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31415,Labor de Terrazas,Pueblo,Chihuahua,Chihuahua,Chihuahua,31052
31415,Granjas Agropecuarias,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31416,Los Pinos,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31416,Universitaria Ampliación II,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31416,Universitaria Bella Vista,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31450,Las Animas,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31453,Zootecnia,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31453,Universitario,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31455,Valle de la Madrid,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31455,Genaro Vázquez,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31456,Francisco R. Almada,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31456,Las Malvinas,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31456,Pavis Borunda,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31456,Aires del Sur,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31456,Aires del Sur II,Fraccionamiento,Chihuahua,Chihuahua,Chihuahua,31052
31460,Cerro de la Cruz,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31460,San Martín,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31460,Ramiro Valles,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31460,David Alfaro Siqueiros,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31460,PRI Municipal,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31470,Margarita Maza de Juárez,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31470,Brisas del Noroeste,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31470,Burócrata Federal,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31470,Unidad Cuauhtémoc,Unidad habitacional,Chihuahua,Chihuahua,Chihuahua,31052
31470,Universitaria Ampliación I,Colonia,Chihuahua,Chihuahua,Chihuahua,31052
31620,Rancho de Soto,Ejido,Chihuahua,Chihuahua,,31001
31620,El Charco,Colonia,Chihuahua,Chihuahua,,31001
31620,San Antonio,Colonia,Chihuahua,Chihuahua,,31001
31620,La Casita,Ranchería,Chihuahua,Chihuahua,,31001
31620,Soto,Colonia,Chihuahua,Chihuahua,,31001
31622,Enmedio (Estación Müller),Ranchería,Chihuahua,Chihuahua,,31001
31622,Horcasitas,Ranchería,Chihuahua,Chihuahua,,31001
31623,El Alamillo,Rancho,Chihuahua,Chihuahua,,31001
31623,Los Aguilares,Ranchería,Chihuahua,Chihuahua,,31001
31623,El Trillo,Colonia,Chihuahua,Chihuahua,,31001
31623,Guadalupe,Ejido,Chihuahua,Chihuahua,,31001
31624,Palo Blanco,Ranchería,Chihuahua,Chihuahua,,31001
31624,La Cieneguita,Ranchería,Chihuahua,Chihuahua,,31001
31624,La Molina,Ejido,Chihuahua,Chihuahua,,31001
31625,La Virgen (Rancho de Mendoza),Ranchería,Chihuahua,Chihuahua,,31001
31625,La Cuadrilla,Ranchería,Chihuahua,Chihuahua,,31001
31625,El Fresno,Ejido,Chihuahua,Chihuahua,,31001
31625,El Vallecillo,Ejido,Chihuahua,Chihuahua,,31001
31625,La Haciendita,Ejido,Chihuahua,Chihuahua,,31001
31625,La Noria (San Isidro),Ejido,Chihuahua,Chihuahua,,31001
31626,Estación Terrazas y Minas del Cobre,Ejido,Chihuahua,Chihuahua,,31001
31626,El Olivo de Abajo,Colonia,Chihuahua,Chihuahua,,31001
31626,Loma Bonita,Ranchería,Chihuahua,Chihuahua,,31001
31627,Nuevo Sacramento,Ejido,Chihuahua,Chihuahua,,31001
31627,Granjas el Paraíso,Ranchería,Chihuahua,Chihuahua,,31001
31627,Granjas Familiares Sacramento,Colonia,Chihuahua,Chihuahua,,31001
31627,Granjas Sacramento,Colonia,Chihuahua,Chihuahua,,31001
31627,Batalla de Sacramento,Colonia,Chihuahua,Chihuahua,,31001
31627,El Jardín,Ejido,Chihuahua,Chihuahua,,31001
31627,Sacramento,Colonia,Chihuahua,Chihuahua,,31001
31627,Francisco I. Madero (San Isidro Calabacillas),Ejido,Chihuahua,Chihuahua,,31001
31627,La Soledad y Anexas (La Soledad Majalca),Ejido,Chihuahua,Chihuahua,,31001
31627,Ocampo (Hacienda el Torreón),Colonia,Chihuahua,Chihuahua,,31001
31628,Cuauhtémoc (Punta de Agua),Ejido,Chihuahua,Chihuahua,,31001
31628,Bella Vista,Ejido,Chihuahua,Chihuahua,,31001
31628,Cuauhtémoc (Punta de Agua),Colonia,Chihuahua,Chihuahua,,31001
31628,Hidalgo,Colonia,Chihuahua,Chihuahua,,31001
31628,Nuevo Majalca,Ejido,Chihuahua,Chihuahua,,31001
31628,San Isidro (Los Hoyos),Colonia,Chihuahua,Chihuahua,,31001
31630,Nuevo Delicias,Colonia,Chihuahua,Chihuahua,,31001
31630,Nuevo Delicias y Anexas (Tierras Nuevas),Ejido,Chihuahua,Chihuahua,,31001
31630,El Sauz,Pueblo,Chihuahua,Chihuahua,,31001
31631,La Esperanza,Ranchería,Chihuahua,Chihuahua,,31001
31632,Ojo Laguna,Ejido,Chihuahua,Chihuahua,,31001
31633,El Faro,Ejido,Chihuahua,Chihuahua,,31001
31633,Las Varas,Ranchería,Chihuahua,Chihuahua,,31001
31633,Los Sauces,Ejido,Chihuahua,Chihuahua,,31001